Key,koreana
reqPlayerLevel35,플레이어 레벨 35
reqPlayerLevel40,플레이어 레벨 40
reqPlayerLevel45,플레이어 레벨 45
reqPlayerLevel50,플레이어 레벨 50
reqPlayerLevel55,플레이어 레벨 55
reqPlayerLevel60,플레이어 레벨 60
reqPlayerLevel65,플레이어 레벨 65
reqPlayerLevel70,플레이어 레벨 70
reqPlayerLevel75,플레이어 레벨 75
reqPlayerLevel80,플레이어 레벨 80
reqPlayerLevel85,플레이어 레벨 85
reqPlayerLevel90,플레이어 레벨 90
reqPlayerLevel95,플레이어 레벨 95
reqPlayerLevel100,플레이어 레벨 100
reqPlayerLevel110,플레이어 레벨 110
reqPlayerLevel120,플레이어 레벨 120
reqPlayerLevel125,플레이어 레벨 125
reqPlayerLevel130,플레이어 레벨 130
reqPlayerLevel140,플레이어 레벨 140
reqPlayerLevel150,플레이어 레벨 150
reqPlayerLevel160,플레이어 레벨 160
reqPlayerLevel170,플레이어 레벨 170
reqPlayerLevel175,플레이어 레벨 175
reqPlayerLevel180,플레이어 레벨 180
reqPlayerLevel190,플레이어 레벨 190
reqPlayerLevel200,플레이어 레벨 200
reqPlayerLevel1Perk,요구사항 없음
reqPlayerLevel5Perk,플레이어 레벨 5
reqPlayerLevel15Perk,플레이어 레벨 15
reqPlayerLevel25Perk,플레이어 레벨 25
reqPlayerLevel30Perk,플레이어 레벨 30
reqPlayerLevel45Perk,플레이어 레벨 45
reqPlayerLevel50Perk,플레이어 레벨 50
reqPlayerLevel60Perk,플레이어 레벨 60
reqPlayerLevel90Perk,플레이어 레벨 90
reqPlayerLevel100Perk,플레이어 레벨 100
reqPlayerLevel120Perk,플레이어 레벨 120
reqPlayerLevel150Perk,플레이어 레벨 150
reqPlayerLevel180Perk,플레이어 레벨 180
regCivilianQuest,"직업: 청소부, 연계퀘스트 완료"
reqClassQuest1,첫 번째 직업 퀘스트 완료
reqClassQuest2,직업 연계퀘스트 완료. 플레이어 레벨 15
reqClassQuest3,직업 연계퀘스트 완료. 플레이어 레벨 30
reqClassQuest4,직업 연계퀘스트 완료. 플레이어 레벨 45
reqClassQuestComplete,직업 연계 퀘스트 완료
attskillsandatt,능력치와 스킬
attSkillsandAttName,능력치와 스킬
attSkillsandAttDesc,능력치와 스킬 카테고리
attactionskills,스킬과 숙련도
attActionSkillsName,스킬과 숙련도
attActionSkillsDesc,몸으로 직접 느껴보세요!
skillAttributesName,캐릭터 능력치
skillAttributesDesc,힘과 지혜 같은 것들을 배울 수 있는 곳입니다
skillCivilianBasicName,직업: 청소부
skillCivilianDesc,청소부 특성
skillCivilianMasterName,청소부 전문화
skillCivilianMasterDesc,청소부 전문화를 위한 특성
skillFarmerBasicName,직업: 농부
skillFarmerBasicDesc,농부 특성
skillFarmerMasterName,농부 전문화
skillFarmerMasterDesc,농부 전문화를 위한 특성
skillHunterBasicName,직업: 사냥꾼
skillHunterBasicDesc,사냥꾼 특성
skillHunterMasterName,사냥꾼 전문화
skillHunterMasterDesc,사냥꾼 전문화를 위한 특성
skillLaborerBasicName,직업: 노동자
skillLaborerBasicDesc,노동자 특성
skillLaborerMasterName,노동자 전문화
skillLaborerMasterDesc,노동자 전문화를 위한 특성
skillMechanicBasicName,직업: 기계공
skillMechanicBasicDesc,기계공 특성
skillMechanicMasterName,기계공 전문화
skillMechanicMasterDesc,기계공 전문화를 위한 특성
skillScientistBasicName,직업: 과학자
skillScientistBasicDesc,과학자 특성
skillScientistMasterName,과학자 전문화
skillScientistMasterDesc,과학자 전문화를 위한 특성
skillSecurityBasicName,직업: 보안요원
skillSecurityBasicDesc,보안요원 특성
skillSecurityMasterName,보안요원 전문화
skillSecurityMasterDesc,보안요원 전문화를 위한 특성
skillSurvivalistBasicName,직업: 생존주의자
skillSurvivalistBasicDesc,생존주의자 특성
skillSurvivalistMasterName,생존주의자 전문화
skillSurvivalistMasterDesc,생존주의자 전문화를 위한 특성
skillASToolsName,도구
skillASToolsDesc,도구를 쓰는 스킬과 숙련도
skillASWeaponsName,무기
skillASWeaponsDesc,무기를 쓰는 스킬과 숙련도
skillsCraftingToolsName,제작도구 레시피
skillsCraftingToolsDesc,새로운 도구와 작업대 레시피를 배우는 특성
skillsItemRecipesName,아이템 레시피
skillsItemRecipesDesc,새로운 아이템 레시피를 배우는 특성
skillFutureTechName,미래공학
skillFutureTechDesc,많은 사람들이 꿈만 꾸던 진보된 기술에 접근합니다.
skillBioBoostsName,생명공학
skillBioBoostsDesc,악마의 정수를 주입해 스스로를 강화합니다. 좋은 생각이 아닌거같지만.
skillTechBoostsName,나노공학
skillTechBoostsDesc,나노봇의 힘으로 스스로를 강화합니다.
attperks,특성
attPerksName,특성
attPerksDesc,생존에 필요한 기술과 제작 특성을 얻습니다. 책으로 얻을 수 있는 특성도 여기에서 확인할 수 있습니다.
atttechnology,최첨단 기술
attTechnologyName,최첨단 기술
attTechnologyDesc,대중을 위한 최첨단 기술\n[DECEA3]요구사항:[-] 플레이어 레벨 75\n미래는 지금! 책으로 특성을 얻습니다
skillArchery,궁술 스킬과 숙련도
skillArcheryName,궁술 스킬과 숙련도
skillArcheryDesc,활과 석궁을 사용해 숙련도를 향상시켜 보너스를 얻습니다
skillAthletics,육상 스킬과 숙련도
skillAthleticsName,육상 스킬과 숙련도
skillAthleticsDesc,육상 숙련도를 향상시켜 스태미너를 더욱 효율적으로 사용합니다
skillAutomatics,자동화기 스킬과 숙련도
skillAutomaticsName,자동화기 스킬과 숙련도
skillAutomaticsDesc,자동화기를 사용해 자동화기 숙련도를 향상시켜 보너스를 얻습니다
skillBlunt,타격무기 스킬과 숙련도
skillBluntName,타격무기 스킬과 숙련도
skillBluntDesc,타격무기를 사용해 타격무기 숙련도를 향상시켜 보너스를 얻습니다
skillBlades,날붙이 무기 스킬과 숙련도
skillBladesName,날붙이 무기 스킬과 숙련도
skillBladesDesc,날붙이 무기를 사용해 날붙이 무기 숙련도를 향상시켜 보너스를 얻습니다
skillConstruction,건축 스킬과 숙련도
skillConstructionName,건축 스킬과 숙련도
skillConstructionDesc,건축도구를 사용해 건축 숙련도를 향상시켜 보너스를 얻습니다
skillMiningTools,채굴도구 스킬과 숙련도
skillMiningToolsName,채굴도구 스킬과 숙련도
skillMiningToolsDesc,채굴도구를 사용해 채굴 숙련도를 향상시켜 보너스를 얻습니다
skillPistols,권총 스킬과 숙련도
skillPistolsName,권총 숙련도
skillPistolsDesc,권총을 사용해 권총 숙련도를 향상시켜 보너스를 얻습니다
skillRifles,라이플 스킬과 숙련도
skillRiflesName,라이플 숙련도
skillRiflesDesc,라이플을 사용해 라이플 숙련도를 향상시켜 보너스를 얻습니다
skillScavenging,청소 스킬과 숙련도
skillScavengingName,청소 숙련도
skillScavengingDesc,청소를 통해 숙련도를 향상시켜 보너스를 얻습니다
skillShotguns,샷건 스킬과 숙련도
skillShotgunsName,샷건 숙련도
skillShotgunsDesc,샷건을 사용해 샷건 숙련도를 향상시켜 보너스를 얻습니다 
skillCrafting,제작 특성
skillCraftingName,제작 특성
skillCraftingDesc,제작 등급을 상승시키는 특성
skillPerks,스킬에 관한 특성
skillPerksName,스킬에 관한 특성
skillPerksDesc,스킬에 관련된 레시피를 해제하는 특성
skillBooks,책으로 배울 수 있는 특성
skillBooksName,책으로도 얻을 수 있는 특성
skillBooksDesc,월드에서 찾을 수 있는 책으로도 얻을 수 있는 특성입니다
perkASConstructionDesc,건축도구의 블록 데미지 +1% ~ 100%
perkASMiningDesc,채굴도구의 블록 데미지/채집량 +1% ~ 100%\n숙련도 1에서 100까지 성장합니다
perkASMiningDesc2,채굴도구의 블록 데미지/채집량 +1% ~ 100%\n숙련도 1에서 100까지 성장합니다\n무너지는 블록으로 받는 데미지 -50%
perkASMiningDesc3,채굴도구의 블록 데미지/채집량 +1% ~ 100%\n숙련도 1에서 100까지 성장합니다\n무너지는 블록으로 받는 데미지 -50%\n희귀한 광석을 채굴할 확률이 약간 더해집니다.\n20% 확률로 광석을 한 번에 깹니다
perkASArchery1Desc,연사속도 +5%\n활 데미지 +5%
perkASArchery2Desc,연사속도 +10%\n활 데미지 +10%. 화살이 대상의 방어력의 10% 무시
perkASArchery3Desc,"연사속도 +15%\n활 데미지 +15%. 화살이 대상의 방어력의 20% 무시\n다리 명중 시, 상대가 느려집니다"
perkASArchery4Desc,"연사속도 +20%\n활 데미지 +20%. 화살이 대상의 방어력의 30% 무시\n다리 명중 시, 상대가 느려집니다\n기습 공격 시 20%확률로 넘어집니다"
perkASArchery5Desc,"연사속도 +25%\n활 데미지 +25%. 화살이 대상의 방어력의 40% 무시\n다리 명중 시, 상대가 느려집니다\n기습 공격 시 20%확률로 넘어집니다"
perkASWeapons1Desc,자동화기 데미지 +5%\n 재장전속도 +5%
perkASWeapons2Desc,자동화기 데미지 +10%\n재장전속도 +10%
perkASWeapons3Desc,자동화기 데미지 +15%. 재장전속도 +15%\n자동화기를 들고 있을 때 달리기 속도 +20%
perkASWeapons4Desc,자동화기 데미지 +20%. 재장전속도 +20%\n자동화기를 들고 있을 때 달리기 속도 +20%\n4% 확률로 적을 넘어트립니다
perkASWeapons5Desc,자동화기 데미지 +25%. 재장전속도 +25%\n자동화기를 들고 있을 때 달리기 속도 +20%\n4% 확률로 적을 넘어트립니다\n빗나가기 전까지 연속 명중마다 데미지 +1% 중첩
perkASAthletics1Desc,달리기 중 스태미너 회복량 +5%\n점프 스태미너 소모량 4% 감소
perkASAthletics2Desc,달리기 중 스태미너 회복량 +10%\n점프 스태미너 소모량 8% 감소
perkASAthletics3Desc,달리기 중 스태미너 회복량 +15%\n점프 스태미너 소모량 12% 감소
perkASAthletics4Desc,달리기 중 스태미너 회복량 +20%\n점프 스태미너 소모량 16% 감소
perkASAthletics5Desc,달리기 중 스태미너 회복량 +25%\n점프 스태미너 소모량 20% 감소
perkASAthleticsName,육상 숙련도
perkASAthleticsDesc,점프와 달리기의 스태미너 효율이 더 좋아집니다.\n\n현재 XP/필요 XP: {cvar($AS_Athletics_XP:0)}/{cvar($AS_Athletics_LvlNextTotal:0)}
perkASConstructionToolsName,건축도구 숙련도
perkASConstructionToolsDesc,"건축도구로 블록을 수리, 업그레이드하면 숙련도가 증가합니다\n건축도구의 블록 데미지가 상승합니다."
perkASMiningToolsName,채굴도구 숙련도
perkASMiningToolsDesc,채굴도구로 블록을 채집하면 숙련도가 증가합니다\n채굴도구의 블록 데미지와 자원 채집량이 증가합니다.\n\n현재 XP/필요 XP: {cvar($AS_MiningTools_XP:0)}/{cvar($AS_MiningTools_LvlNextTotal:0)}
perkASScavengingName,청소 숙련도
perkASScavengingDesc,"컨테이너를 약탈, 분해하면 숙련도가 증가합니다\n약탈품 보너스 +1 ~ +100\n약탈속도 +1% ~ +50%\n숙련도 1에서 100까지 성장합니다.\n\n현재 XP/필요 XP: {cvar($AS_Scavenging_XP:0)}/{cvar($AS_Scavenging_LvlNextTotal:0)}"
perkASArcheryName,궁술 숙련도
perkASArcheryDesc,활과 석궁을 사용하면 숙련도가 증가합니다\n연사속도와 데미지가 증가합니다.\n\n현재 XP/필요 XP: {cvar($AS_Archery_XP:0)}/{cvar($AS_Archery_LvlNextTotal:0)}
perkASAutomaticsName,자동화기 숙련도
perkASAutomaticsDesc,"자동화기를 사용하면 숙련도가 증가합니다\n자동화기: SMG-5,AK-47 돌격소총,AR-15 돌격소총,M60 기관총,M4A1 돌격소총,코일 자동소총\n\n현재 XP/필요 XP: {cvar($AS_Automatics_XP:0)}/{cvar($AS_Automatics_LvlNextTotal:0)}"
perkASBluntName,타격무기 숙련도
perkASBluntDesc,"타격무기를 사용하면 숙련도가 증가합니다\n한손 타격무기: 곤봉, 너클, 배턴\n양손 타격무기: 슬레지해머\n\n현재 XP/필요 XP: {cvar($AS_Blunt_XP:0)}/{cvar($AS_Blunt_LvlNextTotal:0)}"
perkASBladedName,날붙이 무기 숙련도
perkASBladedDesc,"날붙이 무기를 사용하면 숙련도가 증가합니다.\n날붙이 무기: 칼, 도끼, 창\n\n현재 XP/필요 XP: {cvar($AS_Bladed_XP:0)}/{cvar($AS_Bladed_LvlNextTotal:0)}"
perkASPistolsName,권총 숙련도
perkASPistolsDesc,"권총을 사용하면 숙련도가 증가합니다\n데미지가 증가합니다.\n권총: 피스톨, 44구경 매그넘, SMG5, 데저트벌쳐, 검은 하늘\n\n현재 XP/필요 XP: {cvar($AS_Pistols_XP:0)}/{cvar($AS_Pistols_LvlNextTotal:0)}"
perkASShotgunsName,샷건 숙련도
perkASShotgunsDesc,샷건을 사용하면 숙련도가 증가합니다\n데미지가 증가합니다.\n\n현재 XP/필요 XP: {cvar($AS_Shotguns_XP:0)}/{cvar($AS_Shotguns_LvlNextTotal:0)}
ㅋㅌzx
perkASRiflesName,라이플 숙련도
perkASRiflesDesc,라이플을 사용하면 숙련도가 증가합니다\n데미지가 증가합니다\n\n현재 XP/필요 XP: {cvar($AS_Rifles_XP:0)}/{cvar($AS_Rifles_LvlNextTotal:0)}
reqattTechnology,최첨단 기술
reqNoBioBoost,생명공학 없을것
reqNoTechBoost,나노공학 없을것
reqAthletics1,육상 숙련도 1
reqAthletics10,육상 숙련도 10
reqAthletics20,육상 숙련도 20
reqAthletics40,육상 숙련도 40
reqAthletics60,육상 숙련도 60
reqScavenging1,청소 숙련도 1
reqScavenging10,청소 숙련도 10
reqScavenging20,청소 숙련도 20
reqScavenging40,청소 숙련도 40
reqScavenging60,청소 숙련도 60
reqBluntWeapons1,타격무기 숙련도 1
reqBluntWeapons10,타격무기 숙련도 10
reqBluntWeapons20,타격무기 숙련도 20
reqBluntWeapons40,타격무기 숙련도 40
reqBluntWeapons60,타격무기 숙련도 60
reqBladedWeapons1,날붙이 무기 숙련도 1
reqBladedWeapons10,날붙이 무기 숙련도 10
reqBladedWeapons20,날붙이 무기 숙련도 20
reqBladedWeapons40,날붙이 무기 숙련도 40
reqBladedWeapons60,날붙이 무기 숙련도 60
reqBladedWeapons80,날붙이 무기 숙련도 80
reqMiningTools1,채굴도구 숙련도 1
reqMiningTools10,채굴도구 숙련도 10
reqMiningTools20,채굴도구 숙련도 20
reqMiningTools40,채굴도구 숙련도 40
reqMiningTools60,채굴도구 숙련도 60
reqPistols1,권총 숙련도 1
reqPistols10,권총 숙련도 10
reqPistols20,권총 숙련도 20
reqPistols40,권총 숙련도 40
reqPistols60,권총 숙련도 60
reqPistols80,권총 숙련도 80
reqShotguns1,샷건 숙련도 1
reqShotguns10,샷건 숙련도 10
reqShotguns20,샷건 숙련도 20
reqShotguns40,샷건 숙련도 40
reqShotguns60,샷건 숙련도 60
reqShotguns80,샷건 숙련도 80
reqAutomatics1,자동화기 숙련도 1
reqAutomatics10,자동화기 숙련도 10
reqAutomatics20,자동화기 숙련도 20
reqAutomatics40,자동화기 숙련도 40
reqAutomatics60,자동화기 숙련도 60
reqAutomatics80,자동화기 숙련도 80
reqArchery1,궁술 숙련도 1
reqArchery10,궁술 숙련도 10
reqArchery20,궁술 숙련도 20
reqArchery40,궁술 숙련도 40
reqArchery60,궁술 숙련도 60
reqArchery80,궁술 숙련도 80
reqRifles1,라이플 숙련도 1
reqRifles10,라이플 숙련도 10
reqRifles20,라이플 숙련도 20
reqRifles40,라이플 숙련도 40
reqRifles60,라이플 숙련도 60
reqRifles80,라이플 숙련도 80
reqArmor1,방어구 제작 1
reqArmor2,방어구 제작 2
reqArmor3,방어구 제작 3
reqArmor4,방어구 제작 4
reqArmor5,방어구 제작 5
reqScience1,과학 제작 1
reqScience2,과학 제작 2
reqScience3,과학 제작 3
reqScience4,과학 제작 4
reqScience5,과학 제작 5
reqTools1,도구 제작 1
reqTools2,도구 제작 2
reqTools3,도구 제작 3
reqTools4,도구 제작 4
reqTools5,도구 제작 5
reqWeapons1,무기 제작 1
reqWeapons2,무기 제작 2
reqWeapons3,무기 제작 3
reqWeapons4,무기 제작 4
reqWeapons5,무기 제작 5
reqGuns1,총기 제작 1
reqGuns2,총기 제작 2
reqGuns3,총기 제작 3
reqGuns4,총기 제작 4
reqGuns5,총기 제작 5
reqCTools10,건축도구 숙련도 10
reqCTools15,건축도구 숙련도 15
reqSteelCrafting,강철 제작
reqForgeAhead,화덕 먼저 1
reqComplete,모든 직업과 전문화 그리고 미래공학 제작 특성 모두 완료
perkHealthNutName,헬창3500
perkHealthNutDesc,건강해지는 특성
perkHealthNutRank1Desc,대충 걷기
perkHealthNutRank2Desc,파워 워커
perkHealthNutRank3Desc,조깅 중독자
perkHealthNutRank4Desc,국도태장정
perkHealthNutRank5Desc,마라톤 선수
perkHealthNutRank1LongDesc,건강 10 증가\n최소 건강 60으로 상승\n건강 최대지 20 증가
perkHealthNutRank2LongDesc,건강 10 증가\n최소 건강 70으로 상승\n건강 최대지 40 증가
perkHealthNutRank3LongDesc,건강 10 증가\n최소 건강 80으로 상승\n건강 최대지 60 증가
perkHealthNutRank4LongDesc,건강 10 증가\n최소 건강 90으로 상승\n건강 최대지 80 증가
perkHealthNutRank5LongDesc,건강 10 증가\n최소 건강 100으로 상승\n건강 최대지 100 증가
perkSexualTrexDesc,고대 생명체의 체력을 얻었습니다\n스킬 레벨마다 스태미너 회복이 빨라집니다
perkSexualTrexName,섹슈얼 티라노사우루스
perkSexualTrexRank1Desc,잉여인간
perkSexualTrexRank2Desc,후보 선수
perkSexualTrexRank3Desc,육상 선수
perkSexualTrexRank1LongDesc,스태미너 회복량 +10%
perkSexualTrexRank2LongDesc,스태미너 회복량 +20%
perkSexualTrexRank3LongDesc,스태미너 회복량 +30%
perkParkourName,파쿠르
perkParkourRank1Desc,곡예사
perkParkourRank2Desc,스턴트맨
perkParkourRank3Desc,스릴 만점
perkParkourRank4Desc,아드레날린 중독자
perkParkourRank5Desc,파쿠르 전문가
perkParkourDesc,높이에 상관없이 원하는 곳은 어디든 곡예 기술로 갈 수 있는 일에 특화되었습니다
perkParkourRank1LongDesc,안전 낙하거리 1미터 증가. 점프 스태미너 소모 -10%\n앉은채로 블록 1개 점프 가능
perkParkourRank2LongDesc,안전 낙하거리 2미터 증가. 점프 스태미너 소모 -20%\n앉은채로 블록 1개 점프 가능
perkParkourRank3LongDesc,안전 낙하거리 3미터 증가. 점프 스태미너 소모 -20%\n앉은채로 블록 1개 점프 가능. 점프 높이 1미터 증가
perkParkourRank4LongDesc,안전 낙하거리 4미터 증가. 점프 스태미너 소모 -20%\n앉은채로 블록 1개 점프 가능. 점프 높이 1미터 증가\n다리를 접지르지 않습니다
perkParkourRank5LongDesc,안전 낙하거리 5미터 증가. 점프 스태미너 소모 -20%\n앉은채로 블록 1개 점프 가능. 점프 높이 2미터 증가\n다리를 접지르지 않습니다\n이제 더 이상 다리가 부러지지 않습니다\n지뢰를 밟아도 터지지 않습니다
perkPackMuleDesc,당신은 짐 나르는 노새같아요. 이동 페널티 없이 인벤토리에 더 많은 아이템을 지니고 다닐 수 있습니다
perkPackMuleName,짐 나르는 노새
perkPackMuleRank1Desc,무질서한
perkPackMuleRank2Desc,떠돌이 여성
perkPackMuleRank3Desc,단정하게 정돈된
perkPackMuleRank1LongDesc,자기들 물건을 완벽히 정리할 수 있는 시간을 누가 가졌겠어요?\n방해받지 않고 7개 더 많은 아이템을 소지할 수 있습니다
perkPackMuleRank2LongDesc,저 안에 무언가 있다는 걸 알고 있겠죠\n방해받지 않고 추가로 14개 더 많은 아이템을 소지할 수 있습니다
perkPackMuleRank3LongDesc,어디에 무엇이 있는지 정확히 알고 계시군요\n방해받지 않고 추가로 21 개 더 많은 아이템을 소지할 수 있습니다
perkFastEddieName,발 빠른 에디
perkFastEddieDesc,약탈품 여는 속도가 빨라집니다
perkFastEddieRank1Desc,약탈품 여는 속도 +10%
perkFastEddieRank2Desc,약탈품 여는 속도 +20%
perkFastEddieRank3Desc,약탈품 여는 속도 +30%
perkFastEddieRank4Desc,약탈품 여는 속도 +40%
perkFastEddieRank5Desc,약탈품 여는 속도 +50%
perkQualityJoeName,품질관리 조
perkQualityJoeDesc,더 높은 등급의 아이템을 약탈합니다
perkQualityJoeRank1Desc,플레이어 레벨에 따라 약탈품 보너스가 증가합니다.\n레벨 1~25: 약탈품 보너스 +5.\n레벨 26-50: 약탈품 보너스 +10.\n레벨 51-100: 약탈품 보너스 +20.\n레벨 101-150: 약탈품 보너스 +30.\n레벨 151-200: 약탈품 보너스 +40.\n레벨 201+: 약탈품 보너스 +50.
perkQualityJoeRank2Desc,플레이어 레벨에 따라 약탈품 보너스가 증가합니다.\n레벨 1~25: 약탈품 보너스 +10.\n레벨 26-50: 약탈품 보너스 +20.\n레벨 51-100: 약탈품 보너스 +40.\n레벨 101-150: 약탈품 보너스 +60.\n레벨 151-200: 약탈품 보너스 +80. \n레벨 201+: 약탈품 보너스 +100.
perkQualityJoeRank3Desc,플레이어 레벨에 따라 약탈품 보너스가 증가합니다.\n레벨 1~25: 약탈품 보너스 +15.\n레벨 26-50: 약탈품 보너스 +30.\n레벨 51-100: 약탈품 보너스 +60.\n레벨 101-150: 약탈품 보너스 +90.\n레벨 151-200: 약탈품 보너스 +120.\n레벨 201+: 약탈품 보너스 +150.
perkQualityJoeRank4Desc,플레이어 레벨에 따라 약탈품 보너스가 증가합니다.\n레벨 1~25: 약탈품 보너스 +20.\n레벨 26-50: 약탈품 보너스 +40.\n레벨 51-100: 약탈품 보너스 +80.\n레벨 101-150: 약탈품 보너스 +120.\n레벨 151-200: 약탈품 보너스 +160.\n레벨 201+: 약탈품 보너스 +200.
perkQualityJoeRank5Desc,플레이어 레벨에 따라 약탈품 보너스가 증가합니다.\n레벨 1~25: 약탈품 보너스 +25.\n레벨 26-50: 약탈품 보너스 +50.\n레벨 51-100: 약탈품 보너스 +100.\n레벨 101-150: 약탈품 보너스 +150.\n레벨 151-200: 약탈품 보너스 +200.\n레벨 201+: 약탈품 보너스 +250.
perkTreasureHunterName,보물 사냥꾼
perkTreasureHunterDesc,어이 형씨들! 보물은 그렇게 찾는 게 아니라고! 내가 한수 가르쳐주지!
perkTreasureHunterRank1Desc,보물이 묻힌 범위가 2미터 좁아집니다\n땅에 묻힌 보금품의 물품 수량 +5%
perkTreasureHunterRank2Desc,보물이 묻힌 범위가 3미터 좁아집니다\n땅에 묻힌 보금품의 물품 수량 +10%
perkTreasureHunterRank3Desc,보물이 묻힌 범위가 4미터 좁아집니다\n땅에 묻힌 보금품의 물품 수량 +15%
perkTreasureHunterRank4Desc,보물이 묻힌 범위가 5미터 좁아집니다\n땅에 묻힌 보금품의 물품 수량 +20%
perkTreasureHunterRank5Desc,보물이 묻힌 범위가 6미터 좁아집니다\n땅에 묻힌 보금품의 물품 수량 +25%
perkPummelPeteDesc,타격무기를 휘두르는 데에 요령이 생겨 더 큰 피해를 줄 수 있습니다
perkPummelPeteName,마구 때리는 피트
perkPummelPeteRank1Desc,거친 사나이
perkPummelPeteRank2Desc,폭력배
perkPummelPeteRank3Desc,메이저 리그
perkPummelPeteRank4Desc,가만히 있어
perkPummelPeteRank5Desc,마구 때리는 피트
perkPummelPeteRank1LongDesc,타격무기의 데미지 +10% 스태미너 소모 -10%\n팔다리 파괴 확률 +5%\n기본 공격이 60% 확률로 적을 쓰러트림
perkPummelPeteRank2LongDesc,타격무기의 데미지 +20% 스태미너 소모 -20%\n팔다리 파괴 확률 +10%\n기본 공격이 70% 확률로 적을 쓰러트림
perkPummelPeteRank3LongDesc,타격무기의 데미지 +30% 스태미너 소모 -30%\n팔다리 파괴 확률 +20%\n기본 공격이 80% 확률로 적을 쓰러트림\n단시간 내 5번 연속으로 적을 공격할 경우 마지막 강타가 100% 추가 데미지\n양손 해머로 맹렬한 공격 시 40% 확률로 광역으로 쓰러트림
perkPummelPeteRank4LongDesc,타격무기의 데미지 +40% 스태미너 소모 -40%\n팔다리 파괴 확률 +30%\n기본 공격이 90% 확률로 적을 쓰러트림\n단시간 내 4번 연속으로 적을 공격할 경우 마지막 강타가 100% 추가 데미지\n양손 해머로 맹렬한 공격 시 40% 확률로 광역으로 쓰러트림
perkPummelPeteRank5LongDesc,타격무기의 데미지 +50% 스태미너 소모 -50%\n팔다리 파괴 확률 +45%\n기본 공격이 100% 확률로 적을 쓰러트림\n단시간 내 3번 연속으로 적을 공격할 경우 마지막 강타가 100% 추가 데미지\n양손 해머로 맹렬한 공격 시 60% 확률로 광역으로 쓰러트림
perkBreakingAndEnteringName,무단 침입
perkBreakingAndEnteringDesc,...부수고 봅시다. 타격무기로 문이나 벽을 박살내기 쉬워집니다.
perkBreakingAndEnteringRank1Desc,타격무기 블록 데미지 +40%
perkBreakingAndEnteringRank2Desc,타격무기 블록 데미지 +80% 
perkBreakingAndEnteringRank3Desc,타격무기 블록 데미지 +120%
perkBreakingAndEnteringRank4Desc,타격무기 블록 데미지 +160%
perkBreakingAndEnteringRank5Desc,타격무기 블록 데미지 +200%\n토지 소유권의 보호능력 20% 무시
perkKnifeGuyName,칼잡이
perkKnifeGuyDesc,진정한 칼잡이입니다. 매 등급마다 날붙이 무기로 많은 피해를 주고 더 많이 찌를 수 있습니다
perkKnifeGuyRank1Desc,날붙이 무기의 데미지 +10%. 스태미너 소모량 -10%\n공격속도 +5%. 날붙이 무기의 채집량 +10%\n헤드샷 데미지 +10%. 머리 파괴 확률 +15%\n팔다리 파괴 확률 +5%. 기본 공격 스태미너 소모량 -5%\n맹렬한 공격 스태미너 소모량 -3%
